Area Name,Area Type,Year,Month,Seasonally Adjusted(Y/N),Status,Labor Force,Employment,Unemployment,Unemployment Rate,Calc_LF,Calc LF,Calculated Rate
Kern County,County,2003,Annual,N,Final,312600,280000,32500,10.4,312500,312500,10.396673064619321
Kern County,County,2004,Annual,N,Final,315700,284400,31200,9.9,315600,315600,9.882800126702566
Kern County,County,2005,Annual,N,Final,328700,301300,27500,8.4,328800,328800,8.36629145117128
Kern County,County,2006,Annual,N,Final,338800,313300,25500,7.5,338800,338800,7.526564344746163
Kern County,County,2007,Annual,N,Final,348500,320200,28300,8.1,348500,348500,8.12051649928264
Kern County,County,2008,Annual,N,Final,362800,327200,35600,9.8,362800,362800,9.812568908489526
Kern County,County,2009,Annual,N,Final,367700,314200,53500,14.5,367700,367700,14.549904813706826
Kern County,County,2010,Annual,N,Final,372100,313300,58800,15.8,372100,372100,15.802203708680462
Kern County,County,2011,Annual,N,Final,380900,324400,56500,14.8,380900,380900,14.83328957731688
Kern County,County,2012,Annual,N,Final,390900,339300,51600,13.2,390900,390900,13.200306983883344
Kern County,County,2013,Annual,N,Final,392500,346000,46500,11.9,392500,392500,11.847133757961783
Kern County,County,2014,Annual,N,Final,392300,351000,41300,10.5,392300,392300,10.527657405047158
Kern County,County,2015,Annual,N,Final,390200,350300,40000,10.2,390300,390300,10.251153254741158
Kern County,County,2016,Annual,N,Final,390500,349900,40700,10.4,390600,390600,10.422535211267606
Kern County,County,2017,Annual,N,Final,386600,350900,35700,9.2,386600,386600,9.234350750129334
Kern County,County,2018,Annual,N,Final,387700,356500,31300,8.1,387800,387800,8.073252514831054
Kern County,County,2019,Annual,N,Final,391000,360400,30600,7.8,391000,391000,7.82608695652174
Kern County,County,2020,Annual,N,Final,388600,339100,49500,12.7,388600,388600,12.738033968090582
Kern County,County,2021,Annual,N,Final,388100,349500,38500,9.9,388000,388000,9.920123679464057
Kern County,County,2022,Annual,N,Final,393000,365300,27700,7.1,393000,393000,7.0483460559796445
Kern County,County,2023,Annual,N,Final,401400,368700,32800,8.2,401500,401500,8.17140009965122
Kern County,County,2024,Annual,N,Final,408100,372800,35300,8.6,408100,408100,8.649840725312423
Kings County,County,1990,Annual,N,Final,37600,33400,4200,11.2,37600,37600,11.170212765957446
Kings County,County,1991,Annual,N,Final,38700,33700,5000,12.8,38700,38700,12.919896640826872
Kings County,County,1992,Annual,N,Final,40600,34400,6200,15.3,40600,40600,15.270935960591133
Kings County,County,1993,Annual,N,Final,40900,34700,6300,15.3,41000,41000,15.403422982885084
Kings County,County,1994,Annual,N,Final,40900,35000,5900,14.3,40900,40900,14.425427872860636
Kings County,County,1995,Annual,N,Final,41800,35700,6100,14.6,41800,41800,14.5933014354067
Kings County,County,1996,Annual,N,Final,42900,37200,5700,13.3,42900,42900,13.286713286713287
Kings County,County,1997,Annual,N,Final,43600,37800,5800,13.3,43600,43600,13.302752293577983
Kings County,County,1998,Annual,N,Final,43200,37200,6000,13.9,43200,43200,13.88888888888889
Kings County,County,1999,Annual,N,Final,42900,37200,5700,13.2,42900,42900,13.286713286713287
Kings County,County,2000,Annual,N,Final,49200,44400,4900,9.9,49300,49300,9.959349593495935
Kings County,County,2001,Annual,N,Final,50300,44900,5400,10.7,50300,50300,10.73558648111332
Kings County,County,2002,Annual,N,Final,51900,45700,6100,11.8,51800,51800,11.753371868978805
Kings County,County,2003,Annual,N,Final,53300,46900,6400,12.1,53300,53300,12.007504690431519
Kings County,County,2004,Annual,N,Final,53400,47500,5900,11.0,53400,53400,11.04868913857678
Kings County,County,2005,Annual,N,Final,54200,49100,5100,9.4,54200,54200,9.40959409594096
Kings County,County,2006,Annual,N,Final,55400,50800,4700,8.4,55500,55500,8.483754512635379
Kings County,County,2007,Annual,N,Final,57900,52900,5000,8.6,57900,57900,8.635578583765112
Kings County,County,2008,Annual,N,Final,59300,53100,6300,10.6,59400,59400,10.623946037099493
Kings County,County,2009,Annual,N,Final,61300,52300,9000,14.7,61300,61300,14.681892332789559
Kings County,County,2010,Annual,N,Final,59500,49800,9700,16.3,59500,59500,16.30252100840336
Kings County,County,2011,Annual,N,Final,58900,49500,9400,15.9,58900,58900,15.959252971137522
Kings County,County,2012,Annual,N,Final,58700,49900,8800,14.9,58700,58700,14.991482112436117
Kings County,County,2013,Annual,N,Final,58100,50200,7900,13.5,58100,58100,13.59724612736661
Kings County,County,2014,Annual,N,Final,57400,50500,6900,12.1,57400,57400,12.020905923344948
Kings County,County,2015,Annual,N,Final,57700,51700,6100,10.5,57800,57800,10.571923743500866
Kings County,County,2016,Annual,N,Final,55600,49900,5800,10.4,55700,55700,10.431654676258994
Kings County,County,2017,Annual,N,Final,55800,50600,5200,9.3,55800,55800,9.31899641577061
Kings County,County,2018,Annual,N,Final,55500,50900,4600,8.2,55500,55500,8.288288288288289
Kings County,County,2019,Annual,N,Final,55800,51100,4700,8.3,55800,55800,8.422939068100359
Kings County,County,2020,Annual,N,Final,54900,48100,6800,12.3,54900,54900,12.386156648451731
Kings County,County,2021,Annual,N,Final,53900,48400,5400,10.1,53800,53800,10.018552875695732
Kings County,County,2022,Annual,N,Final,54700,50600,4100,7.4,54700,54700,7.495429616087751
Kings County,County,2023,Annual,N,Final,56800,52000,4800,8.5,56800,56800,8.450704225352112
Kings County,County,2024,Annual,N,Final,58400,53200,5200,8.9,58400,58400,8.904109589041095
Lake County,County,1990,Annual,N,Final,19990,18220,1770,8.9,19990,19990,8.854427213606805
Lake County,County,1991,Annual,N,Final,20940,18700,2250,10.7,20950,20950,10.744985673352435
Lake County,County,1992,Annual,N,Final,22350,19460,2890,12.9,22350,22350,12.930648769574942
Lake County,County,1993,Annual,N,Final,22870,19810,3060,13.4,22870,22870,13.379973764757324
Lake County,County,1994,Annual,N,Final,22430,19610,2820,12.6,22430,22430,12.572447614801604
Lake County,County,1995,Annual,N,Final,23670,20880,2790,11.8,23670,23670,11.787072243346007
Lake County,County,1996,Annual,N,Final,23580,20810,2770,11.7,23580,23580,11.747243426632739
Lake County,County,1997,Annual,N,Final,23000,20520,2480,10.8,23000,23000,10.782608695652174
Lake County,County,1998,Annual,N,Final,23140,20910,2230,9.6,23140,23140,9.636992221261883
Lake County,County,1999,Annual,N,Final,23550,21700,1850,7.8,23550,23550,7.855626326963907
Lake County,County,2000,Annual,N,Final,23090,21430,1660,7.2,23090,23090,7.189259419662192
Lake County,County,2001,Annual,N,Final,24800,23050,1750,7.1,24800,24800,7.056451612903227
Lake County,County,2002,Annual,N,Final,25760,23600,2160,8.4,25760,25760,8.385093167701864
Lake County,County,2003,Annual,N,Final,25950,23560,2390,9.2,25950,25950,9.210019267822736
Lake County,County,2004,Annual,N,Final,25860,23530,2330,9.0,25860,25860,9.010054137664346
Lake County,County,2005,Annual,N,Final,26140,24070,2070,7.9,26140,26140,7.918898240244836
Lake County,County,2006,Annual,N,Final,24470,22590,1870,7.7,24460,24460,7.6420106252554145
Lake County,County,2007,Annual,N,Final,24270,22240,2040,8.4,24280,24280,8.405438813349814
Lake County,County,2008,Annual,N,Final,24780,22140,2640,10.7,24780,24780,10.653753026634384
Lake County,County,2009,Annual,N,Final,25730,21740,3990,15.5,25730,25730,15.507190050524681
Lake County,County,2010,Annual,N,Final,29890,25340,4550,15.2,29890,29890,15.22248243559719
Lake County,County,2011,Annual,N,Final,29500,25210,4290,14.5,29500,29500,14.542372881355933
Lake County,County,2012,Annual,N,Final,29430,25650,3780,12.8,29430,29430,12.844036697247708
Lake County,County,2013,Annual,N,Final,29190,25970,3210,11.0,29180,29180,10.996916752312435
Lake County,County,2014,Annual,N,Final,29260,26610,2650,9.1,29260,29260,9.056732740943268
Lake County,County,2015,Annual,N,Final,29020,26810,2210,7.6,29020,29020,7.615437629221226
Lake County,County,2016,Annual,N,Final,25410,23420,1990,7.8,25410,25410,7.8315623770169225
Lake County,County,2017,Annual,N,Final,25590,23860,1730,6.8,25590,25590,6.760453302071122
Lake County,County,2018,Annual,N,Final,25340,23780,1560,6.2,25340,25340,6.156274664561957
Lake County,County,2019,Annual,N,Final,25320,23800,1520,6.0,25320,25320,6.003159557661927
Lake County,County,2020,Annual,N,Final,24970,22170,2790,11.2,24960,24960,11.17340808970765
Lake County,County,2021,Annual,N,Final,24870,22670,2200,8.9,24870,24870,8.845999195818255
Lake County,County,2022,Annual,N,Final,24770,23310,1460,5.9,24770,24770,5.894226887363747
Lake County,County,2023,Annual,N,Final,25130,23450,1680,6.7,25130,25130,6.685236768802229
Lake County,County,2024,Annual,N,Final,25970,24150,1820,7.0,25970,25970,7.008086253369273
Lassen County,County,1990,Annual,N,Final,9990,9010,980,9.8,9990,9990,9.80980980980981
Lassen County,County,1991,Annual,N,Final,10260,9180,1080,10.5,10260,10260,10.526315789473683
Lassen County,County,1992,Annual,N,Final,10770,9530,1240,11.5,10770,10770,11.513463324048283
Lassen County,County,1993,Annual,N,Final,10930,9570,1360,12.4,10930,10930,12.442817932296432
Lassen County,County,1994,Annual,N,Final,11170,9890,1280,11.4,11170,11170,11.459265890778871
Lassen County,County,1995,Annual,N,Final,10980,9760,1220,11.1,10980,10980,11.11111111111111
Lassen County,County,1996,Annual,N,Final,11730,10440,1280,10.9,11720,11720,10.912190963341859
Lassen County,County,1997,Annual,N,Final,11650,10520,1130,9.7,11650,11650,9.699570815450643
Lassen County,County,1998,Annual,N,Final,11290,10230,1060,9.4,11290,11290,9.388839681133748
Lassen County,County,1999,Annual,N,Final,11060,10280,780,7.1,11060,11060,7.05244122965642
Lassen County,County,2000,Annual,N,Final,11360,10560,800,7.1,11360,11360,7.042253521126761
Lassen County,County,2001,Annual,N,Final,11680,10820,860,7.3,11680,11680,7.363013698630137
Lassen County,County,2002,Annual,N,Final,12230,11270,950,7.8,12220,12220,7.76778413736713
Lassen County,County,2003,Annual,N,Final,12360,11400,960,7.7,12360,12360,7.766990291262135
Lassen County,County,2004,Annual,N,Final,12230,11300,930,7.6,12230,12230,7.604251839738348
Lassen County,County,2005,Annual,N,Final,12320,11330,990,8.0,12320,12320,8.035714285714286
Lassen County,County,2006,Annual,N,Final,12310,11340,970,7.9,12310,12310,7.8797725426482526
Lassen County,County,2007,Annual,N,Final,12560,11540,1020,8.1,12560,12560,8.121019108280255
Lassen County,County,2008,Annual,N,Final,12950,11710,1240,9.6,12950,12950,9.575289575289576
Lassen County,County,2009,Annual,N,Final,13740,11990,1750,12.8,13740,13740,12.736535662299856
Lassen County,County,2010,Annual,N,Final,12120,10400,1720,14.2,12120,12120,14.19141914191419
Lassen County,County,2011,Annual,N,Final,11740,10150,1590,13.5,11740,11740,13.543441226575808
Lassen County,County,2012,Annual,N,Final,11440,10010,1430,12.5,11440,11440,12.5
Lassen County,County,2013,Annual,N,Final,10980,9800,1170,10.7,10970,10970,10.655737704918032
Lassen County,County,2014,Annual,N,Final,10810,9810,1000,9.2,10810,10810,9.250693802035153
Lassen County,County,2015,Annual,N,Final,10760,9980,780,7.2,10760,10760,7.24907063197026
Lassen County,County,2016,Annual,N,Final,9760,9000,750,7.7,9750,9750,7.684426229508197
Lassen County,County,2017,Annual,N,Final,9440,8850,580,6.2,9430,9430,6.1440677966101696
Lassen County,County,2018,Annual,N,Final,9270,8770,500,5.4,9270,9270,5.393743257820928
Lassen County,County,2019,Annual,N,Final,9150,8670,480,5.3,9150,9150,5.245901639344262
Lassen County,County,2020,Annual,N,Final,8840,8100,740,8.3,8840,8840,8.3710407239819
Lassen County,County,2021,Annual,N,Final,8590,7980,610,7.1,8590,8590,7.1012805587892895
Lassen County,County,2022,Annual,N,Final,8110,7700,410,5.1,8110,8110,5.055487053020962
Lassen County,County,2023,Annual,N,Final,7980,7530,450,5.6,7980,7980,5.639097744360902
Lassen County,County,2024,Annual,N,Final,8170,7660,510,6.3,8170,8170,6.24235006119951
Los Angeles County,County,1990,Annual,N,Final,4526600,4260700,265800,5.9,4526500,4526500,5.87195687712632
Los Angeles County,County,1991,Annual,N,Final,4457800,4100100,357800,8.0,4457900,4457900,8.026380725918616
Los Angeles County,County,1992,Annual,N,Final,4453200,4013100,440100,9.9,4453200,4453200,9.882780921584478
Los Angeles County,County,1993,Annual,N,Final,4349200,3911600,437500,10.1,4349100,4349100,10.059321254483583
Los Angeles County,County,1994,Annual,N,Final,4299400,3901300,398100,9.3,4299400,4299400,9.259431548588175
Los Angeles County,County,1995,Annual,N,Final,4284800,3937800,347000,8.1,4284800,4284800,8.098394324122479
Los Angeles County,County,1996,Annual,N,Final,4328800,3972900,355900,8.2,4328800,4328800,8.221678063204584
Los Angeles County,County,1997,Annual,N,Final,4431800,4125800,306000,6.9,4431800,4431800,6.9046437113588155
Los Angeles County,County,1998,Annual,N,Final,4547500,4248200,299400,6.6,4547600,4547600,6.583837273227047
Los Angeles County,County,1999,Annual,N,Final,4583700,4313600,270100,5.9,4583700,4583700,5.892619499530947
Los Angeles County,County,2000,Annual,N,Final,4679800,4426500,253400,5.4,4679900,4679900,5.4147613145860936
Los Angeles County,County,2001,Annual,N,Final,4742500,4471900,270500,5.7,4742400,4742400,5.703742751713231
Los Angeles County,County,2002,Annual,N,Final,4759900,4434500,325400,6.8,4759900,4759900,6.836278073068762
Los Angeles County,County,2003,Annual,N,Final,4751600,4418300,333200,7.0,4751500,4751500,7.012374779021803
Los Angeles County,County,2004,Annual,N,Final,4772100,4461400,310800,6.5,4772200,4772200,6.512855975356762
Los Angeles County,County,2005,Annual,N,Final,4809700,4553900,255800,5.3,4809700,4809700,5.318419028213818
Los Angeles County,County,2006,Annual,N,Final,4836800,4607700,229100,4.7,4836800,4836800,4.7366027125372145
Los Angeles County,County,2007,Annual,N,Final,4911000,4661300,249700,5.1,4911000,4911000,5.0845041743025865
Los Angeles County,County,2008,Annual,N,Final,4981900,4607900,374000,7.5,4981900,4981900,7.507175977036873
Los Angeles County,County,2009,Annual,N,Final,4962900,4384100,578700,11.7,4962800,4962800,11.660521066312036
Los Angeles County,County,2010,Annual,N,Final,4929900,4308600,621300,12.6,4929900,4929900,12.60268970973042
Los Angeles County,County,2011,Annual,N,Final,4923000,4320300,602700,12.2,4923000,4923000,12.242535039609994
Los Angeles County,County,2012,Annual,N,Final,4907300,4373200,534200,10.9,4907400,4907400,10.885823161412588
Los Angeles County,County,2013,Annual,N,Final,4962800,4474800,487900,9.8,4962700,4962700,9.831143709196422
Los Angeles County,County,2014,Annual,N,Final,4988500,4577600,410900,8.2,4988500,4988500,8.23694497343891
Los Angeles County,County,2015,Annual,N,Final,4990700,4657000,333700,6.7,4990700,4990700,6.686436772396657
Los Angeles County,County,2016,Annual,N,Final,5041400,4774400,266900,5.3,5041300,5041300,5.294164319435078
Los Angeles County,County,2017,Annual,N,Final,5107300,4863500,243900,4.8,5107400,5107400,4.7755173966675155
Los Angeles County,County,2018,Annual,N,Final,5127100,4888800,238300,4.6,5127100,5127100,4.647851612022391
Los Angeles County,County,2019,Annual,N,Final,5164000,4932300,231700,4.5,5164000,5164000,4.486831913245546
Los Angeles County,County,2020,Annual,N,Final,4972600,4363200,609400,12.3,4972600,4972600,12.25515826730483
Los Angeles County,County,2021,Annual,N,Final,4999700,4551600,448100,9.0,4999700,4999700,8.962537752265137
Los Angeles County,County,2022,Annual,N,Final,5021800,4771700,250100,5.0,5021800,5021800,4.9802859532438575
Los Angeles County,County,2023,Annual,N,Final,5055300,4799000,256200,5.1,5055200,5055200,5.067948489703875
Los Angeles County,County,2024,Annual,N,Final,5109800,4812600,297200,5.8,5109800,5109800,5.81627460957376
Madera County,County,1990,Annual,N,Final,41600,36000,5600,13.5,41600,41600,13.461538461538462
Madera County,County,1991,Annual,N,Final,44300,37600,6700,15.1,44300,44300,15.124153498871332
Madera County,County,1992,Annual,N,Final,46900,39000,7900,16.8,46900,46900,16.844349680170577
Madera County,County,1993,Annual,N,Final,47800,40000,7800,16.3,47800,47800,16.317991631799163
Madera County,County,1994,Annual,N,Final,48400,40900,7500,15.5,48400,48400,15.495867768595042
Madera County,County,1995,Annual,N,Final,50600,43100,7600,15.0,50700,50700,15.019762845849801
Madera County,County,1996,Annual,N,Final,52000,44600,7400,14.3,52000,52000,14.23076923076923
Madera County,County,1997,Annual,N,Final,52100,45000,7100,13.6,52100,52100,13.62763915547025
Madera County,County,1998,Annual,N,Final,52400,45700,6700,12.8,52400,52400,12.786259541984732
Madera County,County,1999,Annual,N,Final,52800,46600,6200,11.7,52800,52800,11.742424242424242
Madera County,County,2000,Annual,N,Final,54900,50200,4700,8.6,54900,54900,8.561020036429873
Madera County,County,2001,Annual,N,Final,54000,48800,5200,9.6,54000,54000,9.62962962962963
Madera County,County,2002,Annual,N,Final,55700,49800,6000,10.7,55800,55800,10.771992818671453
Madera County,County,2003,Annual,N,Final,59200,53000,6200,10.4,59200,59200,10.472972972972974
Madera County,County,2004,Annual,N,Final,61300,55700,5600,9.1,61300,61300,9.135399673735726
Madera County,County,2005,Annual,N,Final,62300,57400,4900,7.8,62300,62300,7.865168539325842
Madera County,County,2006,Annual,N,Final,63200,58800,4400,7.0,63200,63200,6.962025316455696
Madera County,County,2007,Annual,N,Final,64000,59200,4800,7.4,64000,64000,7.5
Madera County,County,2008,Annual,N,Final,65700,59500,6200,9.5,65700,65700,9.43683409436834
Madera County,County,2009,Annual,N,Final,67400,58100,9300,13.8,67400,67400,13.798219584569733
Madera County,County,2010,Annual,N,Final,61700,51400,10400,16.8,61800,61800,16.85575364667747
Madera County,County,2011,Annual,N,Final,61800,51800,10000,16.2,61800,61800,16.181229773462782
Madera County,County,2012,Annual,N,Final,62400,53300,9000,14.5,62300,62300,14.423076923076922
Madera County,County,2013,Annual,N,Final,62100,54200,7900,12.7,62100,62100,12.721417069243158
Madera County,County,2014,Annual,N,Final,61800,54800,7000,11.3,61800,61800,11.326860841423949
Madera County,County,2015,Annual,N,Final,59800,53500,6300,10.5,59800,59800,10.535117056856187
Madera County,County,2016,Annual,N,Final,63600,57900,5700,8.9,63600,63600,8.962264150943396
Madera County,County,2017,Annual,N,Final,63400,58400,5000,7.8,63400,63400,7.886435331230284
Madera County,County,2018,Annual,N,Final,63900,59500,4300,6.8,63800,63800,6.729264475743349
Madera County,County,2019,Annual,N,Final,64400,60000,4300,6.7,64300,64300,6.6770186335403725
Madera County,County,2020,Annual,N,Final,63300,56500,6900,10.8,63400,63400,10.90047393364929
Madera County,County,2021,Annual,N,Final,64100,58600,5500,8.6,64100,64100,8.580343213728549
Madera County,County,2022,Annual,N,Final,65600,61600,4000,6.1,65600,65600,6.097560975609756
Madera County,County,2023,Annual,N,Final,68400,63500,4800,7.1,68300,68300,7.017543859649122
Madera County,County,2024,Annual,N,Final,69600,64400,5300,7.5,69700,69700,7.614942528735632
Marin County,County,1990,Annual,N,Final,132000,128700,3300,2.5,132000,132000,2.5
Marin County,County,1991,Annual,N,Final,130700,125700,5000,3.9,130700,130700,3.825554705432287
Marin County,County,1992,Annual,N,Final,130400,123800,6600,5.1,130400,130400,5.061349693251533
Marin County,County,1993,Annual,N,Final,130600,123900,6700,5.1,130600,130600,5.130168453292496
Marin County,County,1994,Annual,N,Final,129100,123100,6000,4.7,129100,129100,4.647560030983733
Marin County,County,1995,Annual,N,Final,127500,122000,5500,4.3,127500,127500,4.313725490196078
Marin County,County,1996,Annual,N,Final,128500,124100,4500,3.5,128600,128600,3.501945525291829
Marin County,County,1997,Annual,N,Final,130800,127000,3800,2.9,130800,130800,2.90519877675841
Marin County,County,1998,Annual,N,Final,132800,129700,3100,2.3,132800,132800,2.33433734939759
Marin County,County,1999,Annual,N,Final,134200,131500,2600,2.0,134100,134100,1.9374068554396422
Marin County,County,2000,Annual,N,Final,141900,137900,4000,2.8,141900,141900,2.8188865398167726
Marin County,County,2001,Annual,N,Final,140100,135200,5000,3.5,140200,140200,3.5688793718772307
Marin County,County,2002,Annual,N,Final,134800,128200,6600,4.9,134800,134800,4.896142433234421
Marin County,County,2003,Annual,N,Final,131000,124600,6500,4.9,131100,131100,4.961832061068702
Marin County,County,2004,Annual,N,Final,129600,123900,5700,4.4,129600,129600,4.398148148148148
Marin County,County,2005,Annual,N,Final,129900,124900,5000,3.9,129900,129900,3.849114703618168
Marin County,County,2006,Annual,N,Final,131600,127000,4600,3.5,131600,131600,3.4954407294832825
Marin County,County,2007,Annual,N,Final,133200,128400,4800,3.6,133200,133200,3.6036036036036037
Marin County,County,2008,Annual,N,Final,133600,127300,6300,4.7,133600,133600,4.715568862275449
Marin County,County,2009,Annual,N,Final,133500,123100,10400,7.8,133500,133500,7.790262172284644
Marin County,County,2010,Annual,N,Final,133100,122500,10600,7.9,133100,133100,7.963936889556725
Marin County,County,2011,Annual,N,Final,134100,124300,9700,7.3,134000,134000,7.233407904548844
Marin County,County,2012,Annual,N,Final,136500,127900,8600,6.3,136500,136500,6.3003663003663
Marin County,County,2013,Annual,N,Final,137900,130700,7200,5.2,137900,137900,5.221174764321972
Marin County,County,2014,Annual,N,Final,138600,132600,6000,4.3,138600,138600,4.329004329004329
Marin County,County,2015,Annual,N,Final,138700,133800,4900,3.6,138700,138700,3.532804614275414
Marin County,County,2016,Annual,N,Final,131900,127300,4700,3.5,132000,132000,3.56330553449583
Marin County,County,2017,Annual,N,Final,131900,127800,4100,3.1,131900,131900,3.10841546626232
Marin County,County,2018,Annual,N,Final,132000,128500,3400,2.6,131900,131900,2.5757575757575757
Marin County,County,2019,Annual,N,Final,131200,127900,3300,2.5,131200,131200,2.5152439024390247
Marin County,County,2020,Annual,N,Final,123500,114600,8900,7.2,123500,123500,7.206477732793521
Marin County,County,2021,Annual,N,Final,121900,116000,5900,4.8,121900,121900,4.8400328137817885
Marin County,County,2022,Annual,N,Final,123700,120100,3500,2.9,123600,123600,2.8294260307194827
Marin County,County,2023,Annual,N,Final,125100,120800,4300,3.5,125100,125100,3.4372501998401277
Marin County,County,2024,Annual,N,Final,125400,120400,4900,3.9,125300,125300,3.9074960127591707
Mariposa County,County,1990,Annual,N,Final,6780,6400,380,5.7,6780,6780,5.604719764011799
Mariposa County,County,1991,Annual,N,Final,6960,6450,500,7.2,6950,6950,7.183908045977011
Mariposa County,County,1992,Annual,N,Final,7160,6530,630,8.8,7160,7160,8.798882681564246
Mariposa County,County,1993,Annual,N,Final,7240,6510,730,10.1,7240,7240,10.082872928176796
Mariposa County,County,1994,Annual,N,Final,7240,6540,700,9.6,7240,7240,9.668508287292818
Mariposa County,County,1995,Annual,N,Final,7440,6740,700,9.4,7440,7440,9.408602150537634
Mariposa County,County,1996,Annual,N,Final,7480,6810,680,9.0,7490,7490,9.090909090909092
Mariposa County,County,1997,Annual,N,Final,6860,6160,690,10.1,6850,6850,10.058309037900875
Mariposa County,County,1998,Annual,N,Final,6890,6360,530,7.7,6890,6890,7.6923076923076925
Mariposa County,County,1999,Annual,N,Final,6650,6150,500,7.5,6650,6650,7.518796992481203
Mariposa County,County,2000,Annual,N,Final,7980,7490,490,6.1,7980,7980,6.140350877192982
Mariposa County,County,2001,Annual,N,Final,8490,8000,490,5.8,8490,8490,5.771495877502945
Mariposa County,County,2002,Annual,N,Final,8740,8170,570,6.5,8740,8740,6.521739130434782
Mariposa County,County,2003,Annual,N,Final,8440,7860,590,7.0,8450,8450,6.990521327014218
Mariposa County,County,2004,Annual,N,Final,8600,8030,580,6.7,8610,8610,6.744186046511628
Mariposa County,County,2005,Annual,N,Final,8840,8280,560,6.3,8840,8840,6.334841628959276
Mariposa County,County,2006,Annual,N,Final,9080,8570,510,5.6,9080,9080,5.616740088105727
Mariposa County,County,2007,Annual,N,Final,9150,8600,550,6.0,9150,9150,6.0109289617486334
Mariposa County,County,2008,Annual,N,Final,9370,8660,710,7.5,9370,9370,7.577374599786553
Mariposa County,County,2009,Annual,N,Final,9510,8500,1010,10.6,9510,9510,10.620399579390117
Mariposa County,County,2010,Annual,N,Final,8720,7580,1140,13.1,8720,8720,13.073394495412844
Mariposa County,County,2011,Annual,N,Final,8630,7490,1140,13.2,8630,8630,13.20973348783314
Mariposa County,County,2012,Annual,N,Final,8350,7330,1020,12.3,8350,8350,12.215568862275449
Mariposa County,County,2013,Annual,N,Final,8210,7340,870,10.6,8210,8210,10.596833130328868
Mariposa County,County,2014,Annual,N,Final,8090,7370,720,8.9,8090,8090,8.899876390605685
Mariposa County,County,2015,Annual,N,Final,8010,7440,570,7.2,8010,8010,7.116104868913857
Mariposa County,County,2016,Annual,N,Final,7070,6540,520,7.4,7060,7060,7.355021216407355
Mariposa County,County,2017,Annual,N,Final,7140,6690,450,6.3,7140,7140,6.302521008403361
Mariposa County,County,2018,Annual,N,Final,7120,6710,410,5.7,7120,7120,5.758426966292135
Mariposa County,County,2019,Annual,N,Final,7100,6750,350,5.0,7100,7100,4.929577464788732
Mariposa County,County,2020,Annual,N,Final,6730,5930,800,11.9,6730,6730,11.88707280832095
Mariposa County,County,2021,Annual,N,Final,6570,6010,560,8.5,6570,6570,8.52359208523592
Mariposa County,County,2022,Annual,N,Final,6770,6440,330,4.9,6770,6770,4.874446085672083
Mariposa County,County,2023,Annual,N,Final,7090,6710,380,5.4,7090,7090,5.359661495063469
Mariposa County,County,2024,Annual,N,Final,7340,6940,400,5.5,7340,7340,5.449591280653951
Mendocino County,County,1990,Annual,N,Final,38780,35820,2960,7.6,38780,38780,7.632800412583807
Mendocino County,County,1991,Annual,N,Final,38840,34680,4160,10.7,38840,38840,10.710607621009268
Mendocino County,County,1992,Annual,N,Final,39790,34880,4920,12.4,39800,39800,12.364915807991958
Mendocino County,County,1993,Annual,N,Final,40330,35780,4550,11.3,40330,40330,11.281924125960824
Mendocino County,County,1994,Annual,N,Final,40410,36490,3920,9.7,40410,40410,9.700569166048007
Mendocino County,County,1995,Annual,N,Final,40960,37050,3910,9.5,40960,40960,9.5458984375
Mendocino County,County,1996,Annual,N,Final,41940,38280,3670,8.7,41950,41950,8.750596089651884
Mendocino County,County,1997,Annual,N,Final,42420,38990,3420,8.1,42410,42410,8.062234794908061
Mendocino County,County,1998,Annual,N,Final,42340,39000,3340,7.9,42340,42340,7.8885214926783185
Mendocino County,County,1999,Annual,N,Final,41560,38720,2830,6.8,41550,41550,6.8094321462945135
Mendocino County,County,2000,Annual,N,Final,43610,41200,2410,5.5,43610,43610,5.526255445998625
Mendocino County,County,2001,Annual,N,Final,44680,42020,2660,6.0,44680,44680,5.953446732318711
Mendocino County,County,2002,Annual,N,Final,45840,42770,3080,6.7,45850,45850,6.719022687609074
Mendocino County,County,2003,Annual,N,Final,45120,41990,3130,6.9,45120,45120,6.9370567375886525
Mendocino County,County,2004,Annual,N,Final,44030,41200,2820,6.4,44020,44020,6.404724051782876
Mendocino County,County,2005,Annual,N,Final,44110,41580,2530,5.7,44110,44110,5.7356608478802995
Mendocino County,County,2006,Annual,N,Final,43590,41330,2260,5.2,43590,43590,5.184675384262445
Mendocino County,County,2007,Annual,N,Final,43540,41160,2380,5.5,43540,43540,5.466237942122187
Mendocino County,County,2008,Annual,N,Final,43660,40650,3010,6.9,43660,43660,6.894182317911131
Mendocino County,County,2009,Annual,N,Final,43840,39270,4560,10.4,43830,43830,10.401459854014599
Mendocino County,County,2010,Annual,N,Final,41630,36760,4860,11.7,41620,41620,11.67427336055729
Mendocino County,County,2011,Annual,N,Final,40780,36140,4640,11.4,40780,40780,11.378126532614026
Mendocino County,County,2012,Annual,N,Final,40840,36720,4110,10.1,40830,40830,10.063663075416258
Mendocino County,County,2013,Annual,N,Final,40730,37290,3440,8.4,40730,40730,8.44586300024552
Mendocino County,County,2014,Annual,N,Final,40340,37480,2860,7.1,40340,40340,7.089737233515121
Mendocino County,County,2015,Annual,N,Final,39850,37520,2330,5.8,39850,39850,5.846925972396487
Mendocino County,County,2016,Annual,N,Final,38280,36140,2140,5.6,38280,38280,5.590386624869383
